linf,k,m,pop,species
146.99497887783025,0.0835123569789153,0.16363983007757388,tugur,Hucho taimen
146.48535677076714,0.08334895075834547,0.1751191803714473,tugur,Hucho taimen
145.95789797532345,0.08095745659734829,0.10582626405823206,tugur,Hucho taimen
137.42955482362714,0.09084594388193828,0.16439243997941774,tugur,Hucho taimen
132.09172684549222,0.08716335856724933,0.16336865008551413,tugur,Hucho taimen
134.9267513648172,0.08764313280856159,0.10206904758253009,tugur,Hucho taimen
133.7400994669137,0.10344447318061868,0.14574021476931884,tugur,Hucho taimen
135.22573611286512,0.08776875711544356,0.16720614206177076,tugur,Hucho taimen
140.45513339675935,0.08726235696461684,0.17291917426055653,tugur,Hucho taimen
136.8709697673262,0.0903185727621593,0.14235720714629377,tugur,Hucho taimen
140.27864447180042,0.08421499935870226,0.13571966061072308,tugur,Hucho taimen
140.72043005476172,0.08419413906822672,0.18271915703281405,tugur,Hucho taimen
132.0061616278096,0.07918603284438552,0.14906125811874124,tugur,Hucho taimen
138.46996559468533,0.08667660429044055,0.14413248410955612,tugur,Hucho taimen
135.824804963511,0.08853889159789008,0.16576070918762648,tugur,Hucho taimen
134.88194204321863,0.08241079084879928,0.1439879958290179,tugur,Hucho taimen
141.99189398128223,0.09144591519926726,0.14132585594871463,tugur,Hucho taimen
